0x826976d7c600d45fb8287ca1d7c76fc8eb732030,2563.2051016826413,GIV
0x711cdabcfdedef2c82d9da533268d8bb6b7468f8,1914.4540798292353,GIV
0xed8db37778804a913670d9367aaf4f043aad938b,1385.9182041820418,GIV
0x0d22735de6d34dc2ed5efdbc2f30d7aa8e2b9f8e,1336.2270192701928,GIV
0x38f80f8f76b1c44b2beefb63bb561f570fb6ddb6,1146.779376793768,GIV
0x00d18ca9782be1caef611017c2fbc1a39779a57c,1139.0151291512916,GIV
0xc46c67bb7e84490d7ebdd0b8ecdaca68cf3823f4,1044.2913079130792,GIV
0xe64113140960528f6af928d7ca4f45d192286a7a,906.0876998769988,GIV
0xb9573982875b83aadc1296726e2ae77d13d9b98f,849.408692086921,GIV
0x839395e20bbb182fa440d08f850e6c7a8f6f0780,826.1159491594916,GIV
0x0b7246ef74ca7b37fdc3d15be4f0b49876622f95,757.48,GIV
0x317bbc1927be411cd05615d2ffdf8d320c6c4052,742.2620746207463,GIV
0x2ea846dc38c6b6451909f1e7ff2bf613a96dc1f3,733.7214022140222,GIV
0x9924285ff2207d6e36642b6832a515a6a3aedcab,709.94594086504,GIV
0x8f48094a12c8f99d616ae8f3305d5ec73cbaa6b6,664.619598195982,GIV
0x701d0ecb3ba780de7b2b36789aec4493a426010a,656.2693430446627,GIV
0x8132505baedbaa7320b8f2340f65976edc0e8fbc,602.6426331583581,GIV
0xa4d506434445bb7303ea34a07bc38484cdc64a95,555.1437064370643,GIV
0xd49b1e6f160f55d5bb68a146269446d70b577faf,553.5908569085691,GIV
0x7fc80fad32ec41fd5cfcc14eee9c31953b6b4a8b,537.0400104081489,GIV
0x17c8020de84d4097b01387823f9d33ff8e62577c,524.0867158671587,GIV
0xa9ccd6b0919e43fd7cfc990572e43c3cf6a17397,498.2651469106952,GIV
0x2fee53687906ba239602ed42cceee2ac8a4ada36,467.5250500409485,GIV
0x33878e070db7f70d2953fe0278cd32adf8104572,420.82222222222225,GIV
0x10a84b835c5df26f2a380b3e00bcc84a66cd2d34,378.11886018860196,GIV
0xd1da06878d2817a358498c384418417a752dfa68,324.54555145551456,GIV
0xf23ea0b5f14afcbe532a1df273f7b233ebe41c78,296.5942599425995,GIV
0xd9d5d85b2682830ac58a78c279e0c177953738b4,290.38286182861833,GIV
0xbe6f56ed9e10e5f58876f7bdf1c83eedaa721fbc,280.28933989339896,GIV
0xdcfe20e6c1d14c26930a28b1f92fb981cda26884,270.97224272242727,GIV
0x756a78077a06493b9ff0ed18b50df695dfa5e0d9,266.31369413694136,GIV
0xd5bd8da424af4c9eb87bc9eb94a8478365366fa3,227.49245592455927,GIV
0xf41b98a4c32bb61468c8001e0c69ef64ce6dea57,138.20360803608037,GIV
0x1ca656eb3b457a0e34c11b2ecf7e8159bece4cb6,115.68728987289873,GIV
0xb0ddea60ae36efa8c298b46ab342309fdffd66cf,85.40672406724067,GIV
0x4990c17c6c71836e131084be9253cdc9f3f0fe17,85.40672406724067,GIV
0xe2d2ac26cb9de9a8bbc6d2698cc40b154fac920d,62.890405904059044,GIV
0xff75e131c711e4310c045317779d39b3b4f718c4,55.12615826158262,GIV
0x809c9f8dd8ca93a41c3adca4972fa234c28f7714,52.796883968839694,GIV
0xa32aecda752cf4ef89956e83d60c04835d4fa867,48.91476014760148,GIV
0xf632ce27ea72dea30d30c1a9700b6b3bceaa05cf,48.91476014760148,GIV
0xaa79b87dc8b046a5e4f7d03f1562d7fe5bf98737,38.82123821238213,GIV
0xe71fd56e4fd246cb5b421caa4f1837dcae5283c2,26.398441984419847,GIV
